address,function,length,setpoint,system mode,control scheme,pump,solenoid,pressure measurement,crc rate,'command response',time interval,'binary result','categorized result','specific result',segmentation,PID Clustering1
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,1,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,1,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,11,0,1,0,1,20,1,1,2,1,4,1,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,1,4,1,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,1,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,1,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,2,1,2,0,0,0,,2
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,2,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,1,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,2,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,2,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,1,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,1,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,2,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,2,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,1,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,2,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,2,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,1,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,1,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,2,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,2,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,1,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,43,14,10,-1,-1,-1,-1,20,2,1,2,1,7,23,,0
4,171,10,10,-1,-1,-1,-1,20,2,0,3,1,7,23,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,18
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,18
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,18
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,18
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,18
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,18
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,18
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,18
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,18
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,18
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,18
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,,0
4,3,46,10,-1,-1,-1,-1,2,2,0,1,0,0,0,,0
4,16,90,3,0,1,0,1,20,1,1,2,0,0,0,,18
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,,0
